image,seg_index,model,onnx,img_path,phi,yhat,L_global,L_global_src,global_result,L_global_imputed,L_object,L_object_src,object_result,L_object_imputed,L_background,L_background_src,background_result,L_background_imputed,Gamma,Gamma_defined
resnet_medium__label_37__idx_7644,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_37__idx_7644.png,0.1316385269165039,33,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_42__idx_2704,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_42__idx_2704.png,0.9612789154052734,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_44__idx_7654,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_44__idx_7654.png,0.25055360794067383,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_49__idx_3864,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_49__idx_3864.png,0.19151639938354492,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0208802223205566,lb_min_finite,unsat False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_4__idx_6593,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_4__idx_6593.png,0.5036172866821289,61,0.1736149787902832,lb_min_finite,timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_4__idx_9441,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_4__idx_9441.png,0.8005099296569824,79,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_51__idx_1154,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_51__idx_1154.png,0.44156455993652344,67,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_70__idx_3285,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_70__idx_3285.png,0.6612277030944824,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_71__idx_752,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_71__idx_752.png,0.36391472816467285,71,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_73__idx_1800,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_73__idx_1800.png,0.5004823207855225,79,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_74__idx_9092,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_74__idx_9092.png,0.6520452499389648,23,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0105524063110351,lb_min_finite,timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_75__idx_4400,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_75__idx_4400.png,0.30326223373413086,50,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_79__idx_3741,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_79__idx_3741.png,0.3430781364440918,79,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_79__idx_5430,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_79__idx_5430.png,1.1150341033935547,79,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_80__idx_3620,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_80__idx_3620.png,0.31425952911376953,99,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_83__idx_5815,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_83__idx_5815.png,0.5169143676757812,67,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_88__idx_4719,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_88__idx_4719.png,0.17755365371704102,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_91__idx_200,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_large__label_91__idx_200.png,1.1672234535217285,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_92__idx_1041,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_92__idx_1041.png,0.2629537582397461,94,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat False,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_92__idx_7841,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_92__idx_7841.png,0.5407509803771973,23,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_96__idx_5577,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_96__idx_5577.png,0.1704251766204834,79,,"missing (result=sat True, lb_num_finite=0)",sat True,False,,"missing (result=sat True, lb_num_finite=0)",sat True,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_96__idx_9183,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_96__idx_9183.png,0.20852422714233398,79,0.0872738361358642,lb_min_finite,timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
resnet_medium__label_99__idx_3584,0,CIFAR100_resnet_medium,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_all/onnx/CIFAR100_resnet_medium.onnx,/Users/zd3504phd/Desktop/XAIV/benchmarks/cifar100_2024/decoded_vnnlibs/resnet_medium__label_99__idx_3584.png,0.4007606506347656,79,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,,"missing (result=timeout False, lb_num_finite=0)",timeout False,False,0.0,SAFE->0,unsat True,True,,False
